"","X.GENE_SYMBOL","ENTREZ_GENE_ID","EXOMISER_GENE_PHENO_SCORE","EXOMISER_GENE_VARIANT_SCORE","EXOMISER_GENE_COMBINED_SCORE","HUMAN_PHENO_SCORE","MOUSE_PHENO_SCORE","FISH_PHENO_SCORE","WALKER_SCORE","PHIVE_ALL_SPECIES_SCORE","OMIM_SCORE","MATCHES_CANDIDATE_GENE","HUMAN_PHENO_EVIDENCE","MOUSE_PHENO_EVIDENCE","FISH_PHENO_EVIDENCE","HUMAN_PPI_EVIDENCE","MOUSE_PPI_EVIDENCE","FISH_PPI_EVIDENCE"
"271","COG1",9382,0.5,0.4799,0.0245,0.3585,0,0,0.5,0.5,1,0,"Congenital disorder of glycosylation, type IIg (OMIM:611209): Microcephaly (HP:0000252)-Progressive microcephaly (HP:0000253), ","","","Proximity to GRID2 associated with Spinocerebellar ataxia, autosomal recessive 18 (OMIM:616204): Spasticity (HP:0001257)-Babinski sign (HP:0003487), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","Proximity to GRID2 Spasticity (HP:0001257)-ataxia (MP:0001393), Dystonia (HP:0001332)-retropulsion (MP:0010323), Cerebellar atrophy (HP:0001272)-cerebellum atrophy (MP:0014185), ",""
"272","BSN",8927,0.5018,0.4614,0.0211,0,0.2842,0,0.5018,0.5018,1,0,"","Spasticity (HP:0001257)-ataxia (MP:0001393), Dystonia (HP:0001332)-ataxia (MP:0001393), Cerebellar atrophy (HP:0001272)-ataxia (MP:0001393), ","","Proximity to PCLO associated with ?Pontocerebellar hypoplasia, type 3 (OMIM:608027): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Progressive microcephaly (HP:0000253), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Hypoplasia of the corpus callosum (HP:0002079), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","",""
"273","OR4C3",256144,0,1,0.0162,0,0,0,0,0,1,0,"","","","","",""
"274","ADAMTS9",56999,0.5,0.4216,0.0145,0,0,0,0.5,0.5,1,0,"","","","","Proximity to NR2E1 Spasticity (HP:0001257)-abnormal cerebral hemisphere morphology (MP:0008540), Microcephaly (HP:0000252)-forebrain hypoplasia (MP:0000784), Ventriculomegaly (HP:0002119)-enlarged brain ventricles (MP:0011380), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal cerebral hemisphere morphology (MP:0008540), Cerebellar atrophy (HP:0001272)-decreased brain size (MP:0000774), ",""
"275","NCKIPSD",51517,0.5001,0.3761,0.0096,0,0,0,0.5001,0.5001,1,0,"","","","","Proximity to WASF1 Spasticity (HP:0001257)-abnormal cerebral cortex morphology (MP:0000788), Microcephaly (HP:0000252)-abnormal cerebral cortex morphology (MP:0000788), Ventriculomegaly (HP:0002119)-enlarged lateral ventricles (MP:0008535), Abnormal basal ganglia MRI signal intensity (HP:0012751)-decreased striatum area (MP:0012468), Cerebellar atrophy (HP:0001272)-decreased brain size (MP:0000774), ",""
"276","LOC101929561",101929561,0,0.8751,0.0052,0,0,0,0,0,1,0,"","","","","",""
"277","ANKLE1",126549,0,0.8666,0.0048,0,0,0,0,0,1,0,"","","","","",""
"278","TLDC2",140711,0,0.8456,0.004,0,0,0,0,0,1,0,"","","","","",""
"279","LOC101927903",101927903,0,0.828,0.0034,0,0,0,0,0,1,0,"","","","","",""
"280","LOC101928674",101928674,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"281","NXPE1",120400,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"282","UGT2A1",10941,0,0.8,0.0026,0,0,0,0,0,1,0,"","","","","",""
"283","KRTAP9-2",83899,0,0.7523,0.0017,0,0,0,0,0,1,0,"","","","","",""
"284","TMPRSS13",84000,0,0.7203,0.0013,0,0,0,0,0,1,0,"","","","","",""
"285","PHLDA1",22822,0,0.671,8e-04,0,0,0,0,0,1,0,"","","","","",""
"286","DNAH6",1768,0,0.6442,6e-04,0,0,0,0,0,1,0,"","","","","",""
"287","ZNF345",25850,0,0.636,6e-04,0,0,0,0,0,1,0,"","","","","",""
"288","TBRG4",9238,0,0.6065,4e-04,0,0,0,0,0,1,0,"","","","","",""
"289","SLC22A10",387775,0,0.6031,4e-04,0,0,0,0,0,1,0,"","","","","",""
"290","FAT2",2196,0,0.5763,3e-04,0,0,0,0,0,1,0,"","","","","",""
"291","PLIN4",729359,0.5,0.0037,3e-04,0,0,0,0.5,0.5,1,0,"","","","Proximity to SLC25A19 associated with Amish lethal microcephaly (ORPHA:99742): Spasticity (HP:0001257)-Limb hypertonia (HP:0002509), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Methylmalonic aciduria (HP:0012120)-Organic aciduria (HP:0001992), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Agenesis of corpus callosum (HP:0001274), Cerebellar atrophy (HP:0001272)-Cerebellar vermis hypoplasia (HP:0001320), ","Proximity to SLC25A19 Spasticity (HP:0001257)-microcephaly (MP:0000433), Microcephaly (HP:0000252)-microcephaly (MP:0000433), Methylmalonic aciduria (HP:0012120)-ketoaciduria (MP:0002893), Ventriculomegaly (HP:0002119)-absent brain ventricles (MP:0012677), Abnormal basal ganglia MRI signal intensity (HP:0012751)-microcephaly (MP:0000433), ",""
"292","SVEP1",79987,0,0.1374,0,0,0,0,0,0,1,0,"","","","","",""
"293","SNAI3-AS1",197187,0,0.1188,0,0,0,0,0,0,1,0,"","","","","",""
"294","ZNF280C",55609,0.5,0.9963,0.7425,0,0,0,0.5,0.5,1,0,"",NA,NA,"Proximity to MECP2 associated with Rett syndrome (ORPHA:778): Spasticity (HP:0001257)-Spasticity (HP:0001257), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cerebellar atrophy (HP:0001272)-Arnold-Chiari malformation (HP:0002308), ","Proximity to MECP2 Spasticity (HP:0001257)-abnormal hippocampus CA2 region morphology (MP:0008265), Dystonia (HP:0001332)-hypoactivity (MP:0001402), Microcephaly (HP:0000252)-abnormal olfactory bulb morphology (MP:0000819), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal olfactory bulb morphology (MP:0000819), Cerebellar atrophy (HP:0001272)-decreased brain weight (MP:0002175), ","Proximity to MECP2 Spasticity (HP:0001257)-abnormal(ly) increased occurrence brain astrocyte differentiation (ZP:0018102), "
"295","F8",2157,0.2501,0.958,0.1313,0,0,0,0.5003,0.5003,0.5,0,"",NA,NA,"Proximity to SUMF1 associated with Multiple sulfatase deficiency (OMIM:272200): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Cerebral atrophy (HP:0002059), Cataract (HP:0000518)-Corneal opacity (HP:0007957), Methylmalonic aciduria (HP:0012120)-Mucopolysacchariduria (HP:0008155), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormality of the periventricular white matter (HP:0002518), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","Proximity to SUMF1 Spasticity (HP:0001257)-increased neuron apoptosis (MP:0003203), Microcephaly (HP:0000252)-decreased cranium height (MP:0008525), Cerebellar atrophy (HP:0001272)-abnormal cerebellar cortex morphology (MP:0004097), ",""
"296","STS",412,0.2559,0.7971,0.0353,0.3633,0,0,0.5119,0.5119,0.5,0,"Syndromic recessive X-linked ichthyosis (ORPHA:281090): Spasticity (HP:0001257)-Lissencephaly (HP:0001339), Cataract (HP:0000518)-Corneal opacity (HP:0007957), Methylmalonic aciduria (HP:0012120)-Renal insufficiency (HP:0000083), ",NA,NA,"Proximity to SUMF1 associated with Multiple sulfatase deficiency (OMIM:272200): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Cerebral atrophy (HP:0002059), Cataract (HP:0000518)-Corneal opacity (HP:0007957), Methylmalonic aciduria (HP:0012120)-Mucopolysacchariduria (HP:0008155), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormality of the periventricular white matter (HP:0002518), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","Proximity to SUMF1 Spasticity (HP:0001257)-increased neuron apoptosis (MP:0003203), Microcephaly (HP:0000252)-decreased cranium height (MP:0008525), Cerebellar atrophy (HP:0001272)-abnormal cerebellar cortex morphology (MP:0004097), ",""
"297","XAGE3",170626,0,0.1426,0,0,0,0,0,0,1,0,"",NA,NA,"","",""
"298","AIFM1",9131,0.5635,0,6e-04,0.5635,0.505,0,0.5035,0.5635,1,0,"Combined oxidative phosphorylation deficiency 6 (OMIM:300816): Spasticity (HP:0001257)-Tetraplegia (HP:0002445), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormality of the basal ganglia (HP:0002134), ","Spasticity (HP:0001257)-ataxia (MP:0001393), Dystonia (HP:0001332)-abnormal gait (MP:0001406), Microcephaly (HP:0000252)-absent optic nerve (MP:0001333), Cerebellar atrophy (HP:0001272)-small cerebellum (MP:0000852), ","","Proximity to PDHA1 associated with Leigh syndrome with leukodystrophy (ORPHA:255241): Spasticity (HP:0001257)-Progressive spastic paraplegia (HP:0007020), Dystonia (HP:0001332)-Dystonia (HP:0001332), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Focal T2 hyperintense basal ganglia lesion (HP:0007183), Cerebellar atrophy (HP:0001272)-Optic atrophy (HP:0000648), ","",""
"299","AR",367,0.5096,0,3e-04,0,0.3704,0,0.5096,0.5096,1,0,"","Methylmalonic aciduria (HP:0012120)-decreased urine major urinary protein level (MP:0011532), Cerebellar atrophy (HP:0001272)-motor neuron degeneration (MP:0000938), ","","Proximity to PRDX1 associated with Methylmalonic aciduria and homocystinuria, cblC type, digenic (OMIM:277400): Spasticity (HP:0001257)-Cerebral cortical atrophy (HP:0002120), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Methylmalonic aciduria (HP:0012120)-Methylmalonic aciduria (HP:0012120), Ventriculomegaly (HP:0002119)-Hydrocephalus (HP:0000238), Cerebellar atrophy (HP:0001272)-Cerebral cortical atrophy (HP:0002120), ","",""
"300","TKTL1",8277,0.504,0,3e-04,0,0,0,0.504,0.504,1,0,"","","","Proximity to PDHA1 associated with Leigh syndrome with leukodystrophy (ORPHA:255241): Spasticity (HP:0001257)-Progressive spastic paraplegia (HP:0007020), Dystonia (HP:0001332)-Dystonia (HP:0001332), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Focal T2 hyperintense basal ganglia lesion (HP:0007183), Cerebellar atrophy (HP:0001272)-Optic atrophy (HP:0000648), ","",""
"301","POLA1",5422,0.5033,0,3e-04,0.366,0,0.4567,0.5033,0.5033,1,0,"Pigmentary disorder, reticulate, with systemic manifestations, X-linked (OMIM:301220): Spasticity (HP:0001257)-Hemiplegia (HP:0002301), Cataract (HP:0000518)-Opacification of the corneal stroma (HP:0007759), ","","Microcephaly (HP:0000252)-abnormal(ly) decreased size head (ZP:0000054), Ventriculomegaly (HP:0002119)-abnormal(ly) distended fourth ventricle (ZP:0002256), Cerebellar atrophy (HP:0001272)-abnormal(ly) distended fourth ventricle (ZP:0002256), ","Proximity to RNASEH2A associated with Aicardi-Goutieres syndrome 4 (OMIM:610333): Spasticity (HP:0001257)-Spasticity (HP:0001257), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Progressive microcephaly (HP:0000253), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","",""
"302","TBL1X",6907,0.5009,0,3e-04,0,0,0,0.5009,0.5009,1,0,"","","","Proximity to PAFAH1B1 associated with Lissencephaly 1 (OMIM:607432): Spasticity (HP:0001257)-Spastic tetraparesis (HP:0001285), Microcephaly (HP:0000252)-Postnatal microcephaly (HP:0005484), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Abnormality of the cerebral white matter (HP:0002500), Cerebellar atrophy (HP:0001272)-Cerebellar hypoplasia (HP:0001321), ","Proximity to PAFAH1B1 Spasticity (HP:0001257)-abnormal stratification in cerebral cortex (MP:0000790), Dystonia (HP:0001332)-impaired coordination (MP:0001405), Microcephaly (HP:0000252)-abnormal olfactory bulb morphology (MP:0000819), Ventriculomegaly (HP:0002119)-enlarged brain ventricles (MP:0011380), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal olfactory bulb morphology (MP:0000819), ","Proximity to PAFAH1B1 Cerebellar atrophy (HP:0001272)-abnormal(ly) decreased size brain (ZP:0000711), "
"303","USP11",8237,0.5006,0,3e-04,0,0,0,0.5006,0.5006,1,0,"","","","Proximity to WDR45 associated with Beta-propeller protein-associated neurodegeneration (ORPHA:329284): Spasticity (HP:0001257)-Spastic paraparesis (HP:0002313), Dystonia (HP:0001332)-Dystonia (HP:0001332), Microcephaly (HP:0000252)-Cerebral atrophy (HP:0002059), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Iron accumulation in substantia nigra (HP:0012678), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","",""
"304","PSMD10",5716,0.5005,0,3e-04,0,0,0,0.5005,0.5005,1,0,"","","","Proximity to TBC1D20 associated with Warburg micro syndrome 4 (OMIM:615663): Spasticity (HP:0001257)-Spastic tetraplegia (HP:0002510), Microcephaly (HP:0000252)-Postnatal microcephaly (HP:0005484), Cataract (HP:0000518)-Congenital cataract (HP:0000519), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Hypoplasia of the corpus callosum (HP:0002079), Cerebellar atrophy (HP:0001272)-Cerebellar atrophy (HP:0001272), ","Proximity to TBC1D20 Cataract (HP:0000518)-cataract (MP:0001304), ",""
"305","ABCB7",22,0.5001,0,3e-04,0.2598,0,0,0.5001,0.5001,1,0,"Anemia, sideroblastic, with ataxia (OMIM:301310): Spasticity (HP:0001257)-Babinski sign (HP:0003487), ","","","Proximity to HDAC8 associated with Cornelia de Lange syndrome (ORPHA:199): Spasticity (HP:0001257)-Hypertonia (HP:0001276), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Cataract (HP:0000518), Methylmalonic aciduria (HP:0012120)-Renal insufficiency (HP:0000083), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Cerebellar atrophy (HP:0001272)-Aplasia/Hypoplasia of the cerebellum (HP:0007360), ","",""
"306","GPKOW",27238,0.5,0,3e-04,0,0,0,0.5,0.5,1,0,"","","","Proximity to CLP1 associated with Pontocerebellar hypoplasia, type 10 (OMIM:615803): Spasticity (HP:0001257)-Spasticity (HP:0001257), Microcephaly (HP:0000252)-Progressive microcephaly (HP:0000253), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Hypoplasia of the corpus callosum (HP:0002079), Cerebellar atrophy (HP:0001272)-Cerebral cortical atrophy (HP:0002120), ","Proximity to CLP1 Spasticity (HP:0001257)-paralysis (MP:0000753), Dystonia (HP:0001332)-abnormal gait (MP:0001406), Microcephaly (HP:0000252)-microcephaly (MP:0000433), Abnormal basal ganglia MRI signal intensity (HP:0012751)-thin cerebral cortex (MP:0006254), Cerebellar atrophy (HP:0001272)-decreased brain size (MP:0000774), ","Proximity to CLP1 Spasticity (HP:0001257)-abnormal(ly) morphology motor neuron (ZP:0011591), Abnormal basal ganglia MRI signal intensity (HP:0012751)-abnormal(ly) morphology motor neuron (ZP:0011591), Cerebellar atrophy (HP:0001272)-abnormal(ly) apoptotic hindbrain (ZP:0004982), "
"307","TENM1",10178,0.5,0,3e-04,0,0,0,0.5,0.5,1,0,"","","","Proximity to NIPBL associated with Cornelia de Lange syndrome (ORPHA:199): Spasticity (HP:0001257)-Hypertonia (HP:0001276), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Cataract (HP:0000518), Methylmalonic aciduria (HP:0012120)-Renal insufficiency (HP:0000083), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Cerebellar atrophy (HP:0001272)-Aplasia/Hypoplasia of the cerebellum (HP:0007360), ","Proximity to NIPBL Spasticity (HP:0001257)-decreased corpus callosum size (MP:0000781), Microcephaly (HP:0000252)-microcephaly (MP:0000433), Abnormal basal ganglia MRI signal intensity (HP:0012751)-decreased corpus callosum size (MP:0000781), Cerebellar atrophy (HP:0001272)-abnormal cerebellum morphology (MP:0000849), ","Proximity to NIPBL Cerebellar atrophy (HP:0001272)-abnormal(ly) decreased size brain (ZP:0000711), "
"308","ZNF182",7569,0.4788,0,2e-04,0,0.4788,0,0,0.4788,1,0,"","Cataract (HP:0000518)-cataract (MP:0001304), ","","","",""
"309","CCDC22",28952,0.4446,0,2e-04,0.4446,0,0,0,0.4446,1,0,"3C syndrome (ORPHA:7): Spasticity (HP:0001257)-Abnormality of neuronal migration (HP:0002269), Microcephaly (HP:0000252)-Macrocephaly (HP:0000256), Cataract (HP:0000518)-Iris coloboma (HP:0000612), Ventriculomegaly (HP:0002119)-Hydrocephalus (HP:0000238), Cerebellar atrophy (HP:0001272)-Aplasia/Hypoplasia of the cerebellum (HP:0007360), ","","","","",""
"310","BCOR",54880,0.275,0,0,0.55,0.4493,0.2612,0.5001,0.55,0.5,0,"Microphthalmia, syndromic 2 (OMIM:300166): Spasticity (HP:0001257)-Spastic paraparesis (HP:0002313), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Congenital cataract (HP:0000519), Abnormal basal ganglia MRI signal intensity (HP:0012751)-Hypoplasia of the corpus callosum (HP:0002079), ","Spasticity (HP:0001257)-microcephaly (MP:0000433), Microcephaly (HP:0000252)-microcephaly (MP:0000433), Abnormal basal ganglia MRI signal intensity (HP:0012751)-microcephaly (MP:0000433), ","Spasticity (HP:0001257)-abnormal(ly) mislocalized adaxially forebrain retinal pigmented epithelium (ZP:0005370), Cataract (HP:0000518)-abnormal(ly) apoptotic retina cell (ZP:0002343), ","Proximity to KMT2A associated with Cornelia de Lange syndrome (ORPHA:199): Spasticity (HP:0001257)-Hypertonia (HP:0001276), Microcephaly (HP:0000252)-Microcephaly (HP:0000252), Cataract (HP:0000518)-Cataract (HP:0000518), Methylmalonic aciduria (HP:0012120)-Renal insufficiency (HP:0000083), Ventriculomegaly (HP:0002119)-Ventriculomegaly (HP:0002119), Cerebellar atrophy (HP:0001272)-Aplasia/Hypoplasia of the cerebellum (HP:0007360), ","Proximity to KMT2A Methylmalonic aciduria (HP:0012120)-pale kidney (MP:0004969), ","Proximity to KMT2A Spasticity (HP:0001257)-abnormal(ly) decreased amount astrocyte (ZP:0017586), "
"311","SLC7A3",84889,0,0,0,0,0,0,0,0,1,0,"","","","","",""
